"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1970","1970","PC","Percentage","0","Units",,,4.27,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1971","1971","PC","Percentage","0","Units",,,4.379,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1972","1972","PC","Percentage","0","Units",,,4.483,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1973","1973","PC","Percentage","0","Units",,,4.364,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1974","1974","PC","Percentage","0","Units",,,4.791,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1975","1975","PC","Percentage","0","Units",,,5.298,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1976","1976","PC","Percentage","0","Units",,,5.298,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1977","1977","PC","Percentage","0","Units",,,5.431,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1978","1978","PC","Percentage","0","Units",,,5.614,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1979","1979","PC","Percentage","0","Units",,,5.733,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1980","1980","PC","Percentage","0","Units",,,6.114,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1981","1981","PC","Percentage","0","Units",,,6.197,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1982","1982","PC","Percentage","0","Units",,,6.344,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1983","1983","PC","Percentage","0","Units",,,6.407,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1984","1984","PC","Percentage","0","Units",,,6.238,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1985","1985","PC","Percentage","0","Units",,,6.353,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1986","1986","PC","Percentage","0","Units",,,6.289,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1987","1987","PC","Percentage","0","Units",,,6.27,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1988","1988","PC","Percentage","0","Units",,,5.999,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1989","1989","PC","Percentage","0","Units",,,5.792,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1990","1990","PC","Percentage","0","Units",,,5.661,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1991","1991","PC","Percentage","0","Units",,,5.674,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1992","1992","PC","Percentage","0","Units",,,5.916,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1993","1993","PC","Percentage","0","Units",,,6.216,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1994","1994","PC","Percentage","0","Units",,,6.463,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1995","1995","PC","Percentage","0","Units",,,6.173,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1996","1996","PC","Percentage","0","Units",,,6.012,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1997","1997","PC","Percentage","0","Units",,,6.289,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1998","1998","PC","Percentage","0","Units",,,6.509,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","1999","1999","PC","Percentage","0","Units",,,6.865,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2000","2000","PC","Percentage","0","Units",,,7.035,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2001","2001","PC","Percentage","0","Units",,,7.239,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2002","2002","PC","Percentage","0","Units",,,7.352,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2003","2003","PC","Percentage","0","Units",,,7.487,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2004","2004","PC","Percentage","0","Units",,,7.535,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2005","2005","PC","Percentage","0","Units",,,7.658,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2006","2006","PC","Percentage","0","Units",,,7.687,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2007","2007","PC","Percentage","0","Units",,,7.779,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2008","2008","PC","Percentage","0","Units",,,8.089,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2009","2009","PC","Percentage","0","Units",,,8.959,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2010","2010","PC","Percentage","0","Units",,,9.063,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2011","2011","PC","Percentage","0","Units",,,10.488,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2012","2012","PC","Percentage","0","Units",,,10.672,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2013","2013","PC","Percentage","0","Units",,,10.674,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2014","2014","PC","Percentage","0","Units",,,10.729,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2015","2015","PC","Percentage","0","Units",,,10.75,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2016","2016","PC","Percentage","0","Units",,,10.659,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2017","2017","PC","Percentage","0","Units",,,10.656,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2018","2018","PC","Percentage","0","Units",,,10.74,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2019","2019","PC","Percentage","0","Units",,,10.97,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2020","2020","PC","Percentage","0","Units",,,11.005,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2021","2021","PC","Percentage","0","Units",,,11.299,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","JPN","Japan","2022","2022","PC","Percentage","0","Units",,,11.507,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2003","2003","PC","Percentage","0","Units",,,5.633,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2004","2004","PC","Percentage","0","Units",,,5.402,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2005","2005","PC","Percentage","0","Units",,,5.406,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2006","2006","PC","Percentage","0","Units",,,5.437,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2007","2007","PC","Percentage","0","Units",,,5.323,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2008","2008","PC","Percentage","0","Units",,,6.022,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2009","2009","PC","Percentage","0","Units",,,6.469,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2010","2010","PC","Percentage","0","Units",,,6.501,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2011","2011","PC","Percentage","0","Units",,,6.431,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2012","2012","PC","Percentage","0","Units",,,6.536,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2013","2013","PC","Percentage","0","Units",,,6.928,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2014","2014","PC","Percentage","0","Units",,,6.931,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2015","2015","PC","Percentage","0","Units",,,6.794,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2016","2016","PC","Percentage","0","Units",,,6.653,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2017","2017","PC","Percentage","0","Units",,,6.622,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2018","2018","PC","Percentage","0","Units",,,6.826,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2019","2019","PC","Percentage","0","Units",,,7.066,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2020","2020","PC","Percentage","0","Units",,,8.408,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CYP","Cyprus","2021","2021","PC","Percentage","0","Units",,,9.428,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2003","2003","PC","Percentage","0","Units",,,7.904,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2004","2004","PC","Percentage","0","Units",,,8.046,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2005","2005","PC","Percentage","0","Units",,,8.674,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2006","2006","PC","Percentage","0","Units",,,8.817,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2007","2007","PC","Percentage","0","Units",,,8.168,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2008","2008","PC","Percentage","0","Units",,,7.867,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2009","2009","PC","Percentage","0","Units",,,7.924,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2010","2010","PC","Percentage","0","Units",,,7.949,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2011","2011","PC","Percentage","0","Units",,,8.45,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2012","2012","PC","Percentage","0","Units",,,8.758,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2013","2013","PC","Percentage","0","Units",,,9.172,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2014","2014","PC","Percentage","0","Units",,,9.085,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2015","2015","PC","Percentage","0","Units",,,8.898,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2016","2016","PC","Percentage","0","Units",,,8.966,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2017","2017","PC","Percentage","0","Units",,,8.731,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2018","2018","PC","Percentage","0","Units",,,8.567,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2019","2019","PC","Percentage","0","Units",,,9.148,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MLT","Malta","2020","2020","PC","Percentage","0","Units",,,10.747,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2003","2003","PC","Percentage","0","Units",,,7.2,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2004","2004","PC","Percentage","0","Units",,,6.891,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2005","2005","PC","Percentage","0","Units",,,6.89,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2006","2006","PC","Percentage","0","Units",,,6.525,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2007","2007","PC","Percentage","0","Units",,,6.157,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2008","2008","PC","Percentage","0","Units",,,6.283,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2009","2009","PC","Percentage","0","Units",,,6.596,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2010","2010","PC","Percentage","0","Units",,,7.096,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2011","2011","PC","Percentage","0","Units",,,7.103,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2012","2012","PC","Percentage","0","Units",,,7.539,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2013","2013","PC","Percentage","0","Units",,,7.143,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2014","2014","PC","Percentage","0","Units",,,7.683,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2015","2015","PC","Percentage","0","Units",,,7.391,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2016","2016","PC","Percentage","0","Units",,,7.457,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2017","2017","PC","Percentage","0","Units",,,7.492,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2018","2018","PC","Percentage","0","Units",,,7.329,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2019","2019","PC","Percentage","0","Units",,,7.089,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2020","2020","PC","Percentage","0","Units",,,8.478,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BGR","Bulgaria","2021","2021","PC","Percentage","0","Units",,,8.556,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1970","1970","PC","Percentage","0","Units",,,5.073,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1971","1971","PC","Percentage","0","Units",,,5.007,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1972","1972","PC","Percentage","0","Units",,,5.012,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1973","1973","PC","Percentage","0","Units",,,5.267,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1974","1974","PC","Percentage","0","Units",,,5.93,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1975","1975","PC","Percentage","0","Units",,,6.466,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1976","1976","PC","Percentage","0","Units",,,6.055,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1977","1977","PC","Percentage","0","Units",,,6.325,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1978","1978","PC","Percentage","0","Units",,,6.738,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1979","1979","PC","Percentage","0","Units",,,6.327,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1980","1980","PC","Percentage","0","Units",,,5.762,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1981","1981","PC","Percentage","0","Units",,,5.719,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1982","1982","PC","Percentage","0","Units",,,5.759,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1983","1983","PC","Percentage","0","Units",,,5.61,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1984","1984","PC","Percentage","0","Units",,,5.312,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1985","1985","PC","Percentage","0","Units",,,4.883,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1986","1986","PC","Percentage","0","Units",,,5.037,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1987","1987","PC","Percentage","0","Units",,,5.575,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1988","1988","PC","Percentage","0","Units",,,6.087,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1989","1989","PC","Percentage","0","Units",,,6.24,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1990","1990","PC","Percentage","0","Units",,,6.664,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1991","1991","PC","Percentage","0","Units",,,7.099,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1992","1992","PC","Percentage","0","Units",,,7.23,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1993","1993","PC","Percentage","0","Units",,,6.935,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1994","1994","PC","Percentage","0","Units",,,6.954,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1995","1995","PC","Percentage","0","Units",,,6.948,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1996","1996","PC","Percentage","0","Units",,,6.891,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1997","1997","PC","Percentage","0","Units",,,7.098,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1998","1998","PC","Percentage","0","Units",,,7.513,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","1999","1999","PC","Percentage","0","Units",,,7.397,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","2000","2000","PC","Percentage","0","Units",,,7.47,,
